CUSTNAME,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_SALESMAN,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know!?,The Rings,Class of Nuke Em High 2,,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day! / Cliffords Fluffiest Friend Cleo,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Barbara Schofield   ,Mount Airy,JCB,12128,1048,WE352 ,Complete,Phone,Occasional,LowValue,Gen_Y,3,,,,,3,,,,,,,,3,,3,3,,,,,,,,,,,4,
Barbara Schofield   ,Mount Airy,JCB,12128,8897,NE301 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,2,,,3,,,5,5,,,,,,3,,3,4,,,,,,,,
Regina Perez        ,Mount David,VISA,12132,2073,SW280 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,4,,,,,4,,,,,,,5,,,,,,,,,,,
Jack Sachs          ,Mount Mellum,JCB,12136,2592,NC100 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
Alice Unzueta       ,Mount Saint Thomas,VISA,12140,3909,SW148 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,3,,,,,,,,,,2,,,,4,,,,,,,,4,3
Jody Ochoa          ,Mountain Creek,American Express,12144,919,SW340 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,,3,,,,3,,,,,,,,,,,
Jody Ochoa          ,Mountain Creek,American Express,12144,941,SC328 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
Jody Ochoa          ,Mountain Creek,American Express,12144,2318,WE220 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,5,,,5,,,5,,,,,,,,,,,,,,,3
Jody Ochoa          ,Mountain Creek,American Express,12144,2555,NE109 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,
Jody Ochoa          ,Mountain Creek,American Express,12144,3533,NC298 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Jody Ochoa          ,Mountain Creek,American Express,12144,5915,NC166 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Jody Ochoa          ,Mountain Creek,American Express,12144,6230,NW379 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,
Jody Ochoa          ,Mountain Creek,American Express,12144,6539,WE223 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,3,,,,,,3,,,,,3,,,5,
Fay Claus           ,Mourquong,JCB,12148,8963,NC424 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,,,,3,,,,,,,,4,,,,,,2,,,,,2,,,,
Jason Churchill     ,Muhltroff,Discover,12152,2075,SC193 ,Cancelled,Phone,Occasional,MediumValue,Gen_Z,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Jason Churchill     ,Muhltroff,Discover,12152,2987,RP253 ,In-Progress,Phone,Occasional,MediumValue,Gen_Z,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,
Jason Churchill     ,Muhltroff,Discover,12152,6068,RP121 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,4,,,3,,,,,4,,,,,,,,,,,,,,,
Jason Churchill     ,Muhltroff,Discover,12152,7204,SW409 ,In-Progress,Phone,Occasional,HighValue,Gen_Z,,,,,4,3,,,,,4,3,,,,,,4,4,4,,,,4,4,,,4,
Melissa Cox         ,Mumbulla Mountain,American Express,12156,722,NE304 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,2,,4,,,,,,,,,,3,3,,,,,,,,,,,3,
Melissa Cox         ,Mumbulla Mountain,American Express,12156,6594,NC427 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,5,,,,,4,,,,,,,,,,,,,,
Jeri Glover         ,Mungivacca,American Express,12160,7321,NE106 ,Complete,Desktop,Frequent,MediumValue,Gen_Z,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,5,
Rosemary Butts      ,Murano,JCB,12164,643,NC166 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,4,,,,,,,,,,,,,,4,,,,,,,,5,
Rosemary Butts      ,Murano,JCB,12164,2069,WE157 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,3,,,,,,,,4,,,,,,,5,,,,,,,,
Billie Royster      ,Muro Leccese,American Express,12168,4310,NC166 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Billie Royster      ,Muro Leccese,American Express,12168,4832,NW115 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,4,
Daniel Veach        ,Muskogee,American Express,12172,1033,WE283 ,Complete,Desktop,FirstTime,HighValue,Gen_Y,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,3,
Daniel Veach        ,Muskogee,American Express,12172,2742,SC322 ,Complete,Phone,FirstTime,HighValue,Gen_Y,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,
Daniel Veach        ,Muskogee,American Express,12172,7657,NC169 ,Complete,Phone,FirstTime,LowValue,Gen_Y,,,,,4,3,,,,,,,,,,,,,,,2,,,,,,,,
Laura Kornegay      ,Myrtle Beach,JCB,12176,2202,SE271 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,5,3
Laura Kornegay      ,Myrtle Beach,JCB,12176,2844,SC256 ,In-Progress,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,2,,4,,,,,,,,4,
Bill Mattoon        ,Nas,Diners Club,12180,1968,NE373 ,Cancelled,Phone,FirstTime,HighValue,Gen_Y,,,,,1,4,,4,,,4,,,4,,,,1,,3,,4,4,,4,,4,4,3
Bill Mattoon        ,Nas,Diners Club,12180,3826,RP319 ,Cancelled,Phone,FirstTime,HighValue,Gen_Y,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,5,
Bill Mattoon        ,Nas,Diners Club,12180,5387,NC427 ,Complete,Phone,FirstTime,HighValue,Gen_Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Bill Mattoon        ,Nas,Diners Club,12180,6692,SE265 ,Complete,Phone,FirstTime,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,
Bill Mattoon        ,Nas,Diners Club,12180,8364,NW382 ,In-Progress,Phone,FirstTime,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,
Kelly Lewis         ,Nanticoke,VISA,12184,7541,SE400 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,
Ronald Schwartz     ,Naring,American Express,12188,31,NW247 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,
Ronald Schwartz     ,Naring,American Express,12188,1328,NE172 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,3,,,,,,,,,,,,,,,4,,,3,,,,,4,,4,3
Ronald Schwartz     ,Naring,American Express,12188,2285,NC427 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,5,3
Ronald Schwartz     ,Naring,American Express,12188,7104,WE157 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,4,,,,4,,,,,,,,
Ronald Schwartz     ,Naring,American Express,12188,7260,NC166 ,Complete,Phone,Occasional,LowValue,Gen_X,,,5,,,4,,,,,4,,,,,,,,4,,4,,,,,,,,
Gina Rubio          ,Nashville,American Express,12192,588,SE139 ,Complete,Phone,FirstTime,HighValue,Gen_Y,,,,,3,3,,,,,,,,,,,,4,,4,3,,,3,,,,3,
Gina Rubio          ,Nashville,American Express,12192,5347,NE109 ,Complete,Phone,FirstTime,MediumValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Gina Rubio          ,Nashville,American Express,12192,6151,NW382 ,Abandoned,Desktop,FirstTime,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gina Rubio          ,Nashville,American Express,12192,7350,SW406 ,Cancelled,Phone,FirstTime,HighValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,4,
Gina Rubio          ,Nashville,American Express,12192,7460,SE208 ,Complete,Phone,FirstTime,MediumValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,5,
Curtis Wilkerson    ,Navarredonda,Diners Club,12196,21,WE220 ,Abandoned,Desktop,Occasional,HighValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Curtis Wilkerson    ,Navarredonda,Diners Club,12196,1064,SC325 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,4,,,,,,5,4,,,,,,4,,,,,,,,,,2,
Curtis Wilkerson    ,Navarredonda,Diners Club,12196,3927,SC391 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,5,,,,,5,,,,1,,4,,,,,,,,,,,,
Curtis Wilkerson    ,Navarredonda,Diners Club,12196,8179,NE172 ,Complete,Desktop,Occasional,LowValue,Gen_Z,,,,,4,2,,,,,4,,4,,,4,2,3,,5,,,,,,,,5,2
Laura Jackson       ,Needles,VISA,12200,5423,NE235 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,4,,,3,,,,,,,,,5,,,,,,,,,,5,
Laura Jackson       ,Needles,VISA,12200,6411,NW376 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,1,,,,,3,,,,,,,,,3,,,,,,,,,
Derrick Wimmer      ,Neustrelitz,JCB,12204,940,NE307 ,Complete,Desktop,FirstTime,LowValue,Gen_Y,,,,,,5,,,,,,,,,,,4,4,,,,,,,,,,2,
Derrick Wimmer      ,Neustrelitz,JCB,12204,1975,NE109 ,Abandoned,Phone,FirstTime,LowValue,Gen_Y,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,5,2
Derrick Wimmer      ,Neustrelitz,JCB,12204,5496,NE367 ,Complete,Phone,FirstTime,MediumValue,Gen_Y,,,5,,,,,,,4,,1,,,,4,,,,2,,,5,,,,,5,
Jose Johnson        ,Neviglie,Diners Club,12208,1820,NW112 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,3,,,,,,,,,,,4,,,4,,,,,,,,5,
Steven Parker       ,New Brighton,Diners Club,12212,1338,NC166 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Betty Dudley        ,New Market,Diners Club,12216,4289,SW340 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,3,,,,,3,,3,,,,,,,,,,,
Betty Dudley        ,New Market,Diners Club,12216,7667,SC193 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
Betty Dudley        ,New Market,Diners Club,12216,7761,WE283 ,In-Progress,Phone,Occasional,MediumValue,Gen_Y,,,,,4,4,,,,,3,,,,,,,,,3,1,,,,,,4,,
Stephanie Huling    ,New Richland,American Express,12220,1893,RP385 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,
Stephanie Huling    ,New Richland,American Express,12220,2528,SW406 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,4,
Stephanie Huling    ,New Richland,American Express,12220,2650,RP121 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,5,
Stephanie Huling    ,New Richland,American Express,12220,5040,NW112 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Huling    ,New Richland,American Express,12220,6853,NC229 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,
Stephanie Huling    ,New Richland,American Express,12220,7615,SE133 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wyble          ,New York,JCB,12224,358,NC169 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,2,,,,,,3,,,,,,2,,,,4,,,,,,,,5,
John Wyble          ,New York,JCB,12224,2697,NW187 ,Complete,Desktop,FirstTime,MediumValue,Gen_Z,4,,,,,4,,,,,,,,,4,,,,,,,,,,,5,,,
John Wyble          ,New York,JCB,12224,5177,SW406 ,In-Progress,Phone,FirstTime,MediumValue,Gen_Z,,,,,,5,,,3,,,,,,,,,5,,3,,,,,,,,,
John Wyble          ,New York,JCB,12224,6162,NW376 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,5,
John Wyble          ,New York,JCB,12224,7099,NC424 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhonda Drouin       ,Newark,JCB,12228,7427,NC100 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,2,,4,,,3,2,,2,3,2,,,,,3,,3,,,,,,,,2,
Rhonda Drouin       ,Newark,JCB,12228,9292,SC196 ,Cancelled,Phone,Frequent,LowValue,Gen_Z,,,,,,,,,,,,,,,,4,,,,,,,,,,,3,,
Brian Reed          ,Newark,Diners Club,12232,661,RP253 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
William Mcguinness  ,Newark,VISA,12236,3034,NW316 ,Complete,Desktop,FirstTime,LowValue,Gen_Z,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,
William Mcguinness  ,Newark,VISA,12236,7371,NE370 ,Cancelled,Phone,FirstTime,LowValue,Gen_Z,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,
Tammie Daley        ,Newport,Diners Club,12240,942,SC328 ,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,3,3,,,,,4,,,4,,,,5,,,,,,,,,,,
Tammie Daley        ,Newport,Diners Club,12240,7576,SE334 ,Abandoned,Phone,Frequent,HighValue,Baby_Boomers,,,4,,,2,,,,,,,,,4,,,,,,,,,,,,,,
Tammie Daley        ,Newport,Diners Club,12240,7368,RP190 ,Complete,Desktop,Frequent,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,5,
Sammy Shannon       ,Niagara Falls,Discover,12244,4120,SC262 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Sammy Shannon       ,Niagara Falls,Discover,12244,6426,SC394 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,
Irene Bailey        ,Nocelleto,VISA,12248,2799,SC391 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,3,1,,,4,,,,,,,,,
Irene Bailey        ,Nocelleto,VISA,12248,4644,SW409 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,1,,3,,,,,,,,2,,1,,,,,,,,,,,,2,
Irene Bailey        ,Nocelleto,VISA,12248,8880,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,3,,3,,,,2,,,,,,,,4,
Irene Bailey        ,Nocelleto,VISA,12248,9113,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,2
Jennifer Row        ,Norcross,American Express,12252,141,SC388 ,Cancelled,Desktop,Occasional,HighValue,Gen_Y,,,4,,,,,4,,,3,,,,,4,3,4,,4,,,,,,,,4,
Jennifer Row        ,Norcross,American Express,12252,5429,SW274 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,,,,4,,5,,,,,,,,,,,,,,,,,,,,,3,
Jennifer Row        ,Norcross,American Express,12252,6733,NE178 ,Abandoned,Desktop,Occasional,HighValue,Gen_Y,,,,,3,3,,,,,,,,,,,,,,4,,,,,,,,4,
Jennifer Row        ,Norcross,American Express,12252,8126,WE418 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
Jonathan Etter      ,Norfolk,American Express,12256,3143,SW340 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,5,4,,,,,4,3,,,,,4,,,3,4,,,,,,,,
Kimberly Gibbs      ,North Billerica,VISA,12260,2649,NC427 ,Cancelled,Phone,Occasional,LowValue,Gen_X,2,,,1,3,2,,,,,,,,,,3,1,,,,,,,,,,,3,
Kimberly Gibbs      ,North Billerica,VISA,12260,5870,NW310 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
Kimberly Gibbs      ,North Billerica,VISA,12260,8030,WE154 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,4,4,,,,,,,,,,,4,,,,4,,,,,,,,
Kimberly Gibbs      ,North Billerica,VISA,12260,8697,SC394 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Diana Winkler       ,North Lake,American Express,12264,3015,NC169 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Winkler       ,North Lake,American Express,12264,4249,NC361 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,
Diana Winkler       ,North Lake,American Express,12264,4998,SC388 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,
Phyllis Stephenson  ,Northbrook,Master Card,12268,157,NW244 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,5,
Phyllis Stephenson  ,Northbrook,Master Card,12268,5042,SE139 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,3,,,,,,5,,,,5,
Mary Fonseca        ,Nuriootpa,Diners Club,12276,3745,SC130 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Carol Traver        ,Oak Ridge,Diners Club,12280,1325,SC130 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,3,,4,,5,,,,,,,,5,
Carol Traver        ,Oak Ridge,Diners Club,12280,5281,NW115 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,4,,,,3,,3,,,,,,,,5,
Carol Traver        ,Oak Ridge,Diners Club,12280,6486,SE136 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,4,5,,,,,,,,5,,,,,,,,
Nell Rundle         ,Oakland,JCB,12284,1813,RP385 ,Complete,Desktop,Occasional,HighValue,Gen_Z,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,
Bradley Poland      ,OAKLANDS,Diners Club,12288,7389,SE334 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,2,,,,,,3,,2,2,,,,,,,,1
Debra Guillory      ,Obersulm,Discover,12292,1068,NE109 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,5,
Debra Guillory      ,Obersulm,Discover,12292,1095,RP385 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,2,,,,,,4,,,,,,,,4,
Debra Guillory      ,Obersulm,Discover,12292,2348,SW145 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,4,,,1,,,,,,1,,3,,,,,,4,3,,,,,,,5,
Debra Guillory      ,Obersulm,Discover,12292,6164,SW343 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,
Debra Guillory      ,Obersulm,Discover,12292,8504,NE172 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,4,,,2,,,,,,,,,,,,
Victoria Greer      ,Odessa,JCB,12296,5688,WE289 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,3,,,,5,5,,,,,,,5,
Victoria Greer      ,Odessa,JCB,12296,7827,WE286 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,3,,,,,,,3,,,,,,,,3,
Jamie Pike          ,Oklahoma City,JCB,12304,392,SW340 ,Cancelled,Phone,Occasional,MediumValue,Gen_Y,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,4,
Jamie Pike          ,Oklahoma City,JCB,12304,7549,NC427 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,,3,,,,3,,,,,,,,2,,,,,3,,,,,4,
Jamie Pike          ,Oklahoma City,JCB,12304,8934,NC169 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Cheryl Hardaway     ,Oliveto Citra,American Express,12312,323,SC262 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,4,4
Cheryl Hardaway     ,Oliveto Citra,American Express,12312,599,NE175 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,3,,,3,,2,4,,,,2,,,,2,2,,4,,,,3,,4,,4,2
Cheryl Hardaway     ,Oliveto Citra,American Express,12312,1164,SW148 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,,5,,,,,,,,,,,,,,4,3,,,,,,,,4
Cheryl Hardaway     ,Oliveto Citra,American Express,12312,1377,NC160 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Beth Simpson        ,Oneonta,American Express,12316,2242,WE226 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,
Ruth Smith          ,Oranmeir,JCB,12320,6861,SE334 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,2,,,,,,3,1,,,,,1,3,,3,,,,,,,,2,
Kathy Parker        ,Orlando,VISA,12324,5450,WE283 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,
Kathy Parker        ,Orlando,VISA,12324,8333,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Kathy Parker        ,Orlando,VISA,12324,9044,SW217 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Brigette Devito     ,Orvault,JCB,12332,3913,SC322 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,4,
Brigette Devito     ,Orvault,JCB,12332,5859,RP385 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,3,,,,,2,2,,,,,3,,,,,,,,,,4,,5
Brigette Devito     ,Orvault,JCB,12332,6576,RP385 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,3,,,3,4,3,,,,,,,,,,,2,,4,,,,,,,,,,
Brigette Devito     ,Orvault,JCB,12332,8554,SE337 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,
Bruce Cross         ,Ottawa,Discover,12336,1892,WE223 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,2,3,,,,2,,,,,,,,,,,,,,,,,,3,
Bruce Cross         ,Ottawa,Discover,12336,3045,WE349 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,5,,,5,,,,,,,,5,,,,,,,1,5,,,5,,,,
Bruce Cross         ,Ottawa,Discover,12336,4793,RP190 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,3,4,,,,,,,,,,,,,,2,,,,,,,3,,
Bruce Cross         ,Ottawa,Discover,12336,6320,SC193 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Bruce Cross         ,Ottawa,Discover,12336,7931,NW316 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,,,,3,,4,,,3,3,,,3,,3,,,,,,,,,,,3
Arthur Holden       ,Outeiro de Rei,American Express,12340,1966,NE238 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,5,
Arthur Holden       ,Outeiro de Rei,American Express,12340,3684,NE103 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,4,4,,,,,,,,,,1,2,,,5,,,,,,,,5,
Carolyn Parham      ,Owensboro,VISA,12344,2676,SE205 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,,,4,5,,,,,,,,,,5,,,,,,,,,,,5,3
Carolyn Parham      ,Owensboro,VISA,12344,4891,RP190 ,Complete,Phone,Occasional,LowValue,Gen_Y,,1,,,,3,,,,,,3,,,,,3,,,,,,,,,,,,
Carolyn Parham      ,Owensboro,VISA,12344,7764,SW277 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,3,3,,,,,,,,
Carolyn Parham      ,Owensboro,VISA,12344,8129,NW112 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,5,
Kathleen Scuderi    ,Padernello,JCB,12348,8111,WE154 ,Cancelled,Desktop,Occasional,HighValue,Baby_Boomers,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,
Kathleen Scuderi    ,Padernello,JCB,12348,8383,NE106 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,4,,4,,,,,,4,,3,3,,,4,,,,,,,,5,2
Douglas Martin      ,Pagazzano,Discover,12352,2709,SC328 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,,,,,,,4,,,5,
Douglas Martin      ,Pagazzano,Discover,12352,3277,WE421 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,3,3,,,,,,,,,,,,,,,2,3,,,,,,,
Douglas Martin      ,Pagazzano,Discover,12352,7476,WE289 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,3,,,,,,,,3,,,,,3,,4,,,,3,,,,4,4
Douglas Martin      ,Pagazzano,Discover,12352,7628,SE403 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,
Douglas Martin      ,Pagazzano,Discover,12352,8169,WE352 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,2,5,,,,4,,,,,,,,,,,,,,,,,,,,
Douglas Martin      ,Pagazzano,Discover,12352,9283,SE265 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
